,Type,Combo,cnt.spp.IndicatorClass_TP_high,prop.spp.IndicatorClass_DOC_high,prop.spp.Green,prop.spp.BCG3
207PS0150_6.13.12_1,str,0.241357169,0.265021575,0.133599752,0.56680735,0
207PS0150_6.13.12_2,str,0.522099784,0.269468179,0.92205611,0.518272597,0.378602249
207PS0241_6.3.13_1,str,0.851199156,1.58706058,0.49262817,1.325107873,0
207R00011_5.22.12_1,str,0.596284152,0.5346391,0.48839336,0.866147718,0.495956431
207R00139_5.17.12_1,str,0.744319266,0.795064724,0.62622633,1.174100939,0.381885072
207R00139_5.17.12_2,str,0.448579211,0.808404537,0.285789674,0.700122632,0
207R00247_5.22.12_1,str,0.39122023,0.79353029,0.312581326,0.189301125,0.269468179
207R00375_5.1.13_1,str,0.597218461,1.069278201,0.9346411,0.384954541,0
207R00395_5.14.13_1,str,0.524808277,1.060086298,0,1.039146808,0
207R00503_5.2.13_1,str,0.400347376,0.538936358,0.731176179,0,0.331276968
207R00532_4.29.13_1,str,0.727102027,1.58706058,0.94274528,0.378602249,0
207R00567_4.30.13_1,str,0.560031149,1.069278201,0.785891854,0.384954541,0
207R00567_4.30.13_2,str,0.724577717,1.060086298,0.799077762,1.039146808,0
207R00631_5.16.13_1,str,0.738639508,1.077872716,1.176562684,0.700122632,0
207R00631_5.17.13_2,str,0.830105869,1.983825725,1.336597751,0,0
207R00788_5.15.13_1,str,0.443757048,1.069278201,0,0.705749992,0
207R00843_4.22.14_1,str,0.765453988,0.795064724,0.315093755,1.417018375,0.5346391
207R00843_4.22.14_2,str,0.669430523,0.808404537,0.285789674,0.700122632,0.883405249
304BEP_7.7.11_1,str,0.971837197,1.190295435,0.672675014,0.946505624,1.077872716
304BH9_7.21.11_1,str,0.594890773,0.801958651,0.190894867,0.06415909,1.322550483
304PS0006_6.17.08_1,str,0.73921072,0.530043149,0.496587757,1.039146808,0.891065167
304PS0006_6.4.08_1,str,0.150645967,0.538936358,0,0.063647512,0
304PS0006_6.4.08_2,str,0.214157666,0.79353029,0,0.063100375,0
304PS0146_6.18.12_1,str,0.726253114,1.069278201,0.48839336,1.347340894,0
304PS0146_7.11.12_1,str,1.183513738,1.060086298,0.799077762,1.983825725,0.891065167
304PS0274_6.4.14_1,str,0.904930432,0.808404537,1.450646687,0.749082256,0.611588249
304SL9_7.21.11_1,str,0.780855571,0.79353029,0.863312849,0.991047065,0.47553208
304SL9_7.21.11_2,str,0.774938038,0.5346391,0.984224183,0.919613626,0.661275242
304SOU_7.6.11_1,str,0.490092376,0.795064724,0.315093755,0.850211025,0
304ZAY_7.7.11_1,str,0.765344016,0.808404537,0.731176179,0.859241411,0.662553937
305COR2_7.21.11_1,str,0.519237414,1.190295435,0.192550097,0.694104124,0
305PS0034_6.17.08_1,str,0.974932216,0.801958651,0.48839336,0.62555113,1.983825725
305PS0057_6.16.09_1,str,0.809502444,1.060086298,0.194097753,1.983825725,0
305PS0061_6.17.09_1,str,1.308548996,1.077872716,1.733295816,1.097919581,1.325107873
309PS0072_6.23.10_1,str,1.026317816,1.58706058,1.032768702,0.946505624,0.538936358
309PSO_5.22.12_1,str,0.553032912,0.26731955,0.85200263,0.06415909,1.028650376
309SAT_5.23.12_1,str,0.295301805,0,0.549968346,0.316745284,0.314493589
309SET_5.31.12_1,str,0.953280655,0.538936358,1.722520336,0.782248453,0.769417475
309SET_5.31.12_2,str,0.871901582,0.79353029,1.174623791,0.866196056,0.653256191
312ORB_5.15.13_1,str,0.423194818,0.801958651,0.26526949,0.62555113,0
402M00002_8.13.15_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
403BA0047_5.15.08_1,str,0.624132418,1.077872716,0.463944276,0.954712679,0
403BA0068_5.14.08_1,str,0.716476334,1.190295435,0.852721858,0.283951687,0.538936358
403M05758_6.29.15_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
403S01784_6.9.09_1,str,0.454756287,0.795064724,0.549968346,0.316745284,0.157246794
403S03320_6.8.10_1,str,0.432685592,0.808404537,0.063096422,0.859241411,0
403S03832_6.8.09_1,str,0.866613779,1.58706058,0.852721858,0.757204499,0.269468179
403S04868_6.15.11_1,str,0.824003567,1.069278201,1.218616935,0.647423547,0.360695586
403S05247_6.1.10_1,str,0.58331985,0.530043149,0.859575762,0.141701837,0.801958651
403S11084_6.9.10_1,str,0.559004867,0.808404537,0.285789674,0.700122632,0.441702624
403S14156_6.9.09_1,str,0.291725176,0,0.762698436,0,0.404202268
403S34646_6.25.13_1,str,0.873723016,0.801958651,0.885058018,0.705749992,1.102125403
403S39062_6.25.13_1,str,0.758530754,0.795064724,0.885503477,0.971669743,0.381885072
404BA0084_6.4.08_1,str,0.817761154,0.808404537,1.338521413,0.642261257,0.481857408
404BA0142_6.18.08_1,str,0.980352182,1.190295435,1.055274558,0.496915452,1.178923283
404BA0376_6.5.08_1,str,0.580563674,0.801958651,0.587559525,0.491886358,0.440850161
404BA0376_6.5.08_2,str,1.164068623,1.325107873,1.347340894,1.983825725,0
404BA0808_6.2.08_1,str,0.622539403,0.269468179,1.105300843,0.26731955,0.848069039
404BA0808_6.3.14_1,str,0.859253467,0.79353029,1.192810341,0.851855061,0.598818175
404M04532_7.14.15_1,str,1.16758044,1.336597751,1.325107873,1.347340894,0.661275242
404M07346_7.1.15_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
404M07349_7.15.15_1,str,1.166941093,1.347340894,1.983825725,1.336597751,0
404S00808_6.22.10_1,str,0.921956213,0.79353029,0.969222757,0.656986256,1.268085548
404S02920_5.12.09_1,str,0.909714003,1.069278201,0.71151723,0.866147718,0.991912862
404S03048_5.13.09_1,str,0.56553882,0.530043149,0.315093755,1.417018375,0
404S05992_5.12.09_1,str,0.381212166,0.538936358,0.285789674,0.700122632,0
404S08040_5.12.09_1,str,0.37875618,0,0.449759874,0.423673946,0.641590902
404S08616_5.13.09_1,str,0.920706523,0.801958651,1.113140196,0.577431812,1.190295435
404S08616_5.13.09_2,str,0.924106735,0.795064724,1.117488292,0.939706922,0.844167001
404S11880_6.7.11_1,str,0.248030984,0,0.422831676,0.161566761,0.407725499
404S11880_6.7.11_2,str,0.150165074,0.396765145,0.083430798,0.120464352,0
404S13160_6.21.10_1,str,0.909714003,1.069278201,0.71151723,0.866147718,0.991912862
404S13416_6.8.11_1,str,0.348390538,0.795064724,0.315093755,0.283403675,0
404S13672_6.8.11_1,str,0.431703356,0.538936358,0.82025348,0.190942536,0.17668105
404S14952_6.15.11_1,str,0.484169029,1.190295435,0.267569615,0.141975844,0.336835224
404S16232_6.9.11_1,str,0.59376138,0.5346391,0.71151723,0.384954541,0.743934647
404S16516_5.18.09_1,str,0.302207778,0.265021575,0.042852751,0.56680735,0.334149438
404S17016_6.5.13_1,str,0.780027399,0.269468179,1.443794587,0.700122632,0.706724199
404S17664_5.20.09_1,str,0.918172281,1.58706058,0.792706243,0.694104124,0.598818175
404S18250_6.5.13_1,str,0.726995317,0.5346391,0.785891854,0.705749992,0.881700322
404S18666_6.15.11_1,str,0.531444845,0.795064724,0.496587757,0.56680735,0.26731955
404S22464_5.19.09_1,str,0.089528982,0,0,0.063647512,0.294468416
404S24066_6.4.13_1,str,0.572993823,0.79353029,0.610050025,0.419754668,0.468640311
404S25668_6.23.10_1,str,0,0,0,0,0
404S25668_6.23.10_2,str,0.066255394,0.265021575,0,0,0
404S26670_6.18.12_1,str,0.897758288,1.077872716,1.176562684,1.336597751,0
404S26868_6.26.12_1,str,0.313348952,1.190295435,0,0.063100375,0
404S27470_6.19.12_1,str,0.565855388,1.069278201,0.48839336,0.705749992,0
404S28068_6.20.12_1,str,0.602295764,0.795064724,0.496587757,0.850211025,0.26731955
404S28270_6.18.12_1,str,0.696292107,0.808404537,0.852645226,0.642261257,0.481857408
404S31468_6.19.12_1,str,0.968185293,1.58706058,0.992758292,0.694104124,0.598818175
404S33670_6.19.12_1,str,0.699381736,0.5346391,0.894073124,0.647423547,0.721391173
404S34120_6.21.12_1,str,0.769705469,0.795064724,0.799077762,1.039146808,0.445532584
404S35270_6.20.12_1,str,0.23790286,0.808404537,0,0.143206902,0
404S37670_6.6.13_1,str,0.837303803,1.190295435,1.032768702,0.946505624,0.179645453
404S44210_6.20.13_1,str,0.519633164,0.801958651,0.885058018,0.171090907,0.220425081
404S44532_6.4.13_1,str,1.163762908,1.060086298,1.286964865,1.618143563,0.689856904
404S44642_6.4.13_1,str,0.777241405,0.808404537,1.176562684,0.461444462,0.662553937
405M10598_6.30.15_1,str,1.161382837,1.983825725,1.336597751,1.325107873,0
405M10599_6.30.15_1,str,1.399026775,1.336597751,1.325107873,1.347340894,1.58706058
407M01516_6.24.15_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
408BA0036_5.5.08_1,str,0.224611739,0,0.434251842,0.169726699,0.294468416
408BA0036_6.2.14_1,str,0.54432124,0.396765145,0.814140392,0.581424883,0.384954541
408BA0036_6.2.14_2,str,0.659116585,0.26731955,0.901988827,0.596210082,0.870947879
408BA0580_5.7.08_1,str,0.230566968,0,0.366949184,0.364376154,0.190942536
408BA0836_5.7.08_1,str,0.546062772,0.538936358,0.998408082,0.381885072,0.265021575
408BA0836_6.4.14_1,str,0.61514023,1.190295435,0.621233059,0.649032428,0
408BA0916_5.8.08_1,str,0.264253152,0.801958651,0.190894867,0.06415909,0
408BH5Axx_6.18.10_1,str,0.239871719,0.530043149,0.249095935,0.180347793,0
408BH5Bxx_6.18.10_1,str,0.346890701,0.538936358,0.366769039,0,0.481857408
408BH5Cxx_6.18.10_1,str,0.411462689,0.79353029,0.672675014,0,0.179645453
408BH6Axx_6.21.10_1,str,0.722398771,0.801958651,0.998390778,0.522438306,0.56680735
408BH6Bxx_6.21.10_1,str,0.937019464,0.795064724,1.01514205,1.174100939,0.763770144
408BH6Cxx_6.21.10_1,str,0.881415984,0.808404537,1.494695902,0.654660123,0.567903374
408M03005_6.15.15_1,str,1.072737579,1.58706058,1.264257501,1.054677695,0.384954541
408M03015_6.15.15_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
408M03019_7.14.15_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
408PS0032_5.21.08_1,str,0.426659819,0.269468179,0.540296248,0.518272597,0.378602249
412BH4Cxx_6.18.10_1,str,0.706909742,1.58706058,0.672675014,0.567903374,0
412BH4Cxx_6.18.10_2,str,0.604154774,1.069278201,0,1.347340894,0
412BH4Cxx_6.18.10_3,str,0.774178348,1.060086298,0.885503477,0.769238546,0.381885072
412CE0232_7.16.15_1,str,1.332579577,1.347340894,1.983825725,1.336597751,0.662553937
412M08597_7.16.15_1,str,1.329800449,1.983825725,1.336597751,1.325107873,0.673670447
412M08599_9.30.15_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
412M08602_9.30.15_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
412PS0020_5.14.08_1,str,0.280065923,0,0.652578561,0,0.467685132
412PS0020_5.22.08_1,str,0.253855885,0,0.439673216,0.100218242,0.47553208
412PS0040_5.20.08_1,str,0.87484086,0.5346391,0.831660853,0.6070437,1.526019788
412PS0052_5.20.08_1,str,0.326003743,0,0.457132539,0.381978866,0.464903566
412PS0052_5.20.08_2,str,0.444649868,0.269468179,0.852645226,0.29509301,0.361393056
504PS0019_6.30.08_1,str,0.743653147,0.79353029,0.838872101,0.305794125,1.036416073
504PS0238_7.29.09_1,str,1.206082306,1.069278201,1.261889443,0.641590902,1.851570676
504PS0243_6.9.09_1,str,0.7382282,0.530043149,0.977013058,0.816869416,0.628987177
504PS0295_7.5.11_1,str,1.220770184,1.077872716,1.889181092,1.209302727,0.706724199
504PS0295_7.5.11_2,str,1.237286062,1.58706058,1.229183441,1.153015941,0.979884287
504PS0371_7.7.10_1,str,0.402136547,0,0.599955295,0.264656247,0.743934647
504PS0595_6.4.13_1,str,0.62095929,0.265021575,1.056516063,0.536658023,0.625641501
507PS0286_7.13.11_1,str,1.119070085,1.077872716,1.399255937,1.336597751,0.662553937
507RCABRS_10.21.14_1,str,1.151026359,1.58706058,1.242823353,1.325107873,0.449113631
508CR1011_7.16.13_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
508PS0618_6.3.13_1,str,0.675812072,0.530043149,0.799077762,0.661275242,0.712852134
509BCCH32_8.13.08_1,str,1.318112557,1.077872716,1.532871888,1.336597751,1.325107873
510CR1007_6.3.13_1,str,1.161382837,1.983825725,1.336597751,1.325107873,0
511CCC505_6.25.08_1,str,0.559944368,0.5346391,0.615892714,0.522438306,0.56680735
511FC1357_7.28.14_1,str,1.156342576,1.060086298,1.308534611,1.834665896,0.4220835
511PS0081_6.25.08_1,str,0.555488187,0.538936358,0.731176179,0.620563242,0.331276968
511PS0145_6.24.08_1,str,1.043891457,1.58706058,0.878442836,1.325107873,0.384954541
511PS0209_7.8.09_1,str,0.797805033,0.801958651,1.095290287,0.500440904,0.79353029
511PS0401_9.23.10_1,str,0.337162986,1.060086298,0.194097753,0.094467892,0
511PS0401_9.23.10_2,str,0.757748369,1.077872716,0.998408082,0.954712679,0
511PS0657_5.19.14_1,str,0.826293314,1.983825725,0.94274528,0.378602249,0
514PS0084_7.8.08_1,str,0.805128312,0.5346391,0.785891854,0.577431812,1.322550483
514PS0351_7.16.12_1,str,0.732577754,0.795064724,0.799077762,1.039146808,0.297021722
515PS0106_9.24.08_1,str,1.1186096,1.077872716,1.176562684,1.336597751,0.883405249
515PS0106_9.24.08_2,str,1.188034379,1.58706058,0.49262817,1.325107873,1.347340894
515PS0410_9.7.11_1,str,0.780496451,0.26731955,1.065890436,0.271732617,1.517043201
515PS0490_6.14.12_1,str,1.498218061,1.325107873,1.347340894,1.983825725,1.336597751
515PS0622_6.10.13_1,str,0.547597759,0.269468179,1.332447961,0.190942536,0.397532362
516PS0014_8.11.08_1,str,0.633694667,1.190295435,0.49262817,0.851855061,0
516PS0543_8.7.13_1,str,1.105281305,1.069278201,0.870891423,1.347340894,1.1336147
517FCA222_7.10.13_1,str,1.138812932,1.060086298,1.177190267,1.983825725,0.334149438
517PS0078_9.19.11_1,str,1.006597245,1.077872716,1.824397601,0.642261257,0.481857408
519CR0912_7.17.13_1,str,1.161382837,1.983825725,1.336597751,1.325107873,0
519MNRASR_7.9.08_1,str,1.057968116,1.069278201,1.202389744,0.769909083,1.190295435
519PS0002_6.26.08_1,str,0.264384349,0.265021575,0.436089756,0,0.356426067
519PS0002_7.17.08_1,str,0.635915768,0.538936358,1.124164272,0.101087225,0.779475219
519PS0002_7.22.09_1,str,0.52990837,1.190295435,0.561876956,0.160177875,0.207283215
519PS0002_8.5.10_1,str,0.294664049,0,0.629313699,0.131694975,0.417647521
519PS0134_7.7.08_1,str,0.827498486,0.530043149,0.845614685,1.111814417,0.822521693
519PS0194_9.10.09_1,str,0.786411661,1.077872716,0.731176179,1.336597751,0
519PS0253_7.23.09_1,str,0.728042113,1.58706058,0,1.325107873,0
519PS0253_7.23.09_2,str,0.604154774,1.069278201,0,1.347340894,0
519PS0290_7.28.10_1,str,1.01635925,1.060086298,1.213011452,1.088866751,0.703472501
519PS0305_7.21.10_1,str,0.669554995,0.538936358,1.370208991,0.423394319,0.345680315
519PS0322_7.8.10_1,str,0.860430327,1.190295435,0.792706243,1.009605999,0.449113631
519PS0340_6.26.12_1,str,0.761665041,1.336597751,1.325107873,0.384954541,0
519PS0390_7.28.10_1,str,0.424411476,0.265021575,0.315093755,0.850211025,0.26731955
519PS0402_9.28.10_1,str,0.892492163,0.808404537,1.354717286,0.700122632,0.706724199
519PS0402_9.28.10_2,str,0.848415013,1.190295435,0.838872101,0.742642874,0.621849644
519PS0449_9.6.11_1,str,0.604154774,1.069278201,0,1.347340894,0
519PS0449_9.6.11_2,str,0.760978006,1.060086298,0,1.983825725,0
519PS0450_7.18.11_1,str,0.277940991,0.538936358,0,0.572827608,0
519PS0514_6.26.12_1,str,0.742452545,1.190295435,0.672675014,0.567903374,0.538936358
519PS0514_7.30.12_1,str,0.77678319,1.069278201,0.666892456,0.577431812,0.79353029
519PS0534_6.25.12_1,str,0.575998104,0.795064724,0.496587757,0.56680735,0.445532584
519PS0561_6.27.12_1,str,0.488545725,0,1.257542049,0.29509301,0.40154784
519PS0561_6.27.12_2,str,0.234274685,0,0.629027294,0.063100375,0.244971072
519PS0578_5.29.13_1,str,0.604154774,1.069278201,0,1.347340894,0
519PS0578_5.29.13_2,str,0.760978006,1.060086298,0,1.983825725,0
519PS0646_5.27.14_1,str,0.650612562,0.538936358,1.208376006,0.381885072,0.473252812
519SCRAMR_7.9.08_1,str,1.132146045,1.58706058,0.94274528,1.325107873,0.673670447
519SCRAMR_9.22.08_1,str,0.900967652,0.801958651,0.870891423,0.797405835,1.1336147
520CR1010_7.15.13_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
520FC1087_6.24.14_1,str,1.166941093,1.347340894,1.983825725,1.336597751,0
520FC1108_6.24.14_1,str,1.161382837,1.983825725,1.336597751,1.325107873,0
520PS0007_6.26.08_1,str,0.789309318,0.5346391,0.975209077,0.384954541,1.262434552
520PS0007_7.8.08_1,str,0.94626896,1.060086298,1.222563768,0.56680735,0.935618426
520PS0054_6.30.08_1,str,1.136613567,1.077872716,1.983825725,0.954712679,0.530043149
520PS0071_7.31.08_1,str,0.897689217,1.190295435,0.49262817,1.009605999,0.898227263
520PS0202_6.18.09_1,str,0.604154774,1.069278201,0,1.347340894,0
521FCA170_8.13.13_1,str,1.160693247,1.060086298,1.274419197,0.971669743,1.336597751
526PS0472_9.1.09_1,str,1.498218061,1.347340894,1.983825725,1.336597751,1.325107873
526PS0756_8.3.10_1,str,1.087875811,1.58706058,1.152799931,1.072706373,0.538936358
526PS1496_8.19.14_1,str,0.944204706,1.069278201,1.023890648,0.731413628,0.952236348
531CR1047_6.9.14_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
531PS0169_6.11.09_1,str,0.603617617,1.077872716,0,1.336597751,0
531PS0169_7.6.09_1,str,0.728042113,1.58706058,0,1.325107873,0
531PS0365_9.16.10_1,str,0.560031149,1.069278201,0.785891854,0.384954541,0
531PS0365_9.16.10_2,str,0.904968759,1.060086298,0.950322764,1.275316537,0.334149438
531PS0381_7.12.10_1,str,0.757748369,1.077872716,0.998408082,0.954712679,0
531PS0429_6.20.11_1,str,0.768467737,1.58706058,0.792706243,0.694104124,0
531PS0573_6.28.12_1,str,0.940228011,1.069278201,1.166689925,0.731413628,0.79353029
532PS0062_9.8.10_1,str,1.249351658,1.060086298,1.239063222,1.72618602,0.972071092
532PS0062_9.8.10_2,str,1.287169508,1.077872716,1.861772692,1.189718877,1.019313748
535CR0910_6.18.14_1,str,1.161382837,1.983825725,1.336597751,1.325107873,0
535CR1042_6.19.14_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
535CR1051_6.25.14_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
535PS0191_7.14.09_1,str,0.297572402,0.808404537,0,0.381885072,0
535PS0221_7.15.09_1,str,0.716551547,1.190295435,0.621233059,1.054677695,0
535PS0431_6.22.11_1,str,0.604154774,1.069278201,0,1.347340894,0
535PS0477_6.7.12_1,str,0.960747446,1.060086298,0.799077762,1.983825725,0
541CR1006_6.17.14_1,str,1.166941093,1.347340894,1.983825725,1.336597751,0
543R00137_5.15.12_1,str,0.746223944,1.190295435,0.94274528,0.851855061,0
544CR1003_6.4.13_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
544CR1040_6.10.14_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
544R00025_5.15.12_1,str,0.492558792,0.538936358,0.731176179,0.700122632,0
544R00281_5.14.13_1,str,1.161382837,1.983825725,1.336597751,1.325107873,0
544R00281_5.15.13_1,str,0.640230012,1.069278201,0.785891854,0.705749992,0
551PS0308_7.27.10_1,str,0.606492852,1.060086298,0.799077762,0.56680735,0
603PS0720_8.19.10_1,str,0.603617617,1.077872716,0,1.336597751,0
628PS0715_6.9.10_1,str,0.240051398,0.396765145,0.342589134,0.220851312,0
628PS0715_6.9.10_2,str,0.327726837,0.26731955,0.48839336,0.224556816,0.330637621
628PS1483_5.22.13_1,str,1.136900099,1.060086298,1.144780624,1.578963332,0.763770144
634PS0131_8.20.13_1,str,1.012341941,1.077872716,1.900315755,0.739902327,0.331276968
635PS0118_9.3.13_1,str,0.935449845,1.190295435,1.092784317,1.009605999,0.449113631
635PS0146_9.3.14_1,str,1.041878443,1.069278201,1.257786016,0.882740586,0.957708971
801FC1089_5.20.14_1,str,0.885124945,1.060086298,0.496587757,1.983825725,0
801M12611_7.1.15_1,str,1.166941093,1.347340894,1.983825725,1.336597751,0
801M12617_4.30.15_1,str,1.161382837,1.983825725,1.336597751,1.325107873,0
801M12625_7.1.15_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
801M16861_4.15.15_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
801M16873_4.15.15_1,str,1.332579577,1.347340894,1.983825725,1.336597751,0.662553937
801MIC042_6.9.14_1,str,0.54948425,0.396765145,0.773951364,0.437758851,0.589461641
801NLC105_6.10.14_1,str,1.185191783,1.069278201,1.05634503,1.172361557,1.442782345
801RB8361_6.12.14_1,str,0.567868802,0.265021575,0.799077762,0.514325188,0.693050686
801S02947_6.16.14_1,str,0.668832928,0.538936358,1.065216058,0.739902327,0.331276968
801S03971_6.16.14_1,str,0.36792986,0.396765145,0.561876956,0.305794125,0.207283215
801S04078_7.11.12_1,str,0.361259432,0.26731955,0.557046859,0.162865383,0.457805936
801S04471_7.9.12_1,str,0.811300997,0.795064724,0.799077762,1.35403978,0.297021722
801S07485_6.4.13_1,str,0.478695727,0.269468179,0.998408082,0.381885072,0.265021575
801S08183_6.3.13_1,str,0.964663708,1.190295435,1.122792124,0.80452978,0.741037492
801S10259_6.7.12_1,str,0.344847616,0.801958651,0,0.577431812,0
801S10259_6.7.12_2,str,0.802800725,1.060086298,0.194097753,1.511486266,0.445532584
801S19286_6.4.13_1,str,0.900804902,1.077872716,1.438554746,0.775002057,0.311790088
801S19399_6.13.13_1,str,0.279255232,0,0.528637539,0.265021575,0.323361815
801S19486_6.13.13_1,str,0.583520489,0.801958651,0.750892031,0.781231275,0
801SAR110_6.12.14_1,str,0.644407643,0.530043149,0.799077762,0.802977079,0.445532584
801SDC180_6.4.14_1,str,0.49331176,0,0.909330781,0.445532584,0.618383674
801SDC418_6.2.14_1,str,0.490933232,0,0.863312849,0.545632654,0.554787427
801STW085_6.11.14_1,str,0.478975785,0.801958651,0.48839336,0.62555113,0
801XXX305_6.2.14_1,str,0.390790874,0,0.587334758,0.708509187,0.26731955
802S33361_6.5.12_1,str,1.284708569,1.077872716,1.399255937,1.336597751,1.325107873
802S33561_6.4.12_1,str,1.15077549,1.58706058,0.792706243,1.325107873,0.898227263
802S37697_7.12.12_1,str,0.290013436,0.26731955,0.371980906,0.175740117,0.345013169
802SJR116_6.12.14_1,str,0.950394528,1.060086298,1.041069765,1.70042205,0
845PS0011_5.14.08_1,str,0.469570281,0.269468179,1.039520683,0.161566761,0.407725499
845PS0011_5.29.08_1,str,0.483375383,0,0.819986068,0.378602249,0.734913215
845PS0011_6.23.15_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
901M14118_4.30.15_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
901M14124_6.23.15_1,str,1.166941093,1.347340894,1.983825725,1.336597751,0
901PS0057_5.14.08_1,str,0.937307459,1.58706058,0.878442836,0.513817339,0.769909083
901S00531_5.7.09_1,str,0.695516138,0.801958651,0.615892714,0.797405835,0.56680735
901S00997_5.14.09_1,str,0.316778229,0.795064724,0.107672037,0.364376154,0
901S01811_5.7.09_1,str,0.297572402,0.808404537,0,0.381885072,0
901S02702_6.2.10_1,str,0.591803815,0.79353029,0.919054906,0.229153993,0.425476072
901S06030_4.30.09_1,str,0.949736274,0.801958651,0.731801218,0.822402884,1.442782345
901S06798_5.17.11_1,str,0.673146683,0.795064724,0.496587757,1.1336147,0.26731955
901S06851_5.19.11_1,str,0.285617451,0.269468179,0.56415624,0.143206902,0.165638484
901S11685_5.31.12_1,str,0.645638902,1.190295435,0.878442836,0.513817339,0
901S12942_5.30.12_1,str,0.197939611,0,0.527197511,0.092054347,0.172506585
901S12942_5.30.12_2,str,0.128440748,0,0.378222103,0.135540888,0
901S39498_5.18.10_1,str,0.646465416,0.808404537,0.953869432,0.381885072,0.441702624
901SJSJC9_5.5.08_1,str,0.822826539,1.190295435,0.830216003,0.260289046,1.010505671
903SLGRD2_5.9.08_1,str,0.422321182,0.801958651,0.309894264,0.577431812,0
904CBAHC6_5.6.08_1,str,0.476292921,0.530043149,0.557085758,0.283403675,0.5346391
904CBESC8_5.9.08_1,str,0.675065035,1.077872716,0.285789674,1.336597751,0
904M21713_6.26.15_1,str,1.296116927,1.983825725,1.336597751,1.325107873,0.538936358
904M21720_6.25.15_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
904PS0034_5.13.08_1,str,0.530870351,1.060086298,0.496587757,0.56680735,0
904S00537_5.4.09_1,str,0.480366447,0.808404537,0.731176179,0.381885072,0
904S02201_5.19.10_1,str,0.644102698,1.190295435,0.392602146,0.694104124,0.299409088
904S02201_5.19.10_2,str,0.666804854,0.801958651,0.48839336,0.384954541,0.991912862
904S02585_5.19.10_1,str,1.038535101,0.795064724,0.799077762,1.668932752,0.891065167
904S08089_5.20.10_1,str,0.592161553,0.808404537,0.609707132,0.468677134,0.481857408
904S08089_5.20.10_2,str,0.51894195,0.79353029,0.561876956,0.305794125,0.414566429
904S12185_5.24.11_1,str,0.358443945,0.5346391,0.309894264,0.192477271,0.396765145
904WE1125_6.22.15_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
906LPLPC6_5.7.08_1,str,0.982161806,1.077872716,1.733295816,0.620563242,0.496915452
906LPRSC4_5.7.08_1,str,1.066401343,1.58706058,1.032768702,0.567903374,1.077872716
906M23302_6.23.15_1,str,1.00226163,1.336597751,1.325107873,1.347340894,0
906M23318_4.28.15_1,str,1.164068623,1.325107873,1.347340894,1.983825725,0
906S02246_5.26.10_1,str,0.388468247,0.538936358,0.063096422,0.620563242,0.331276968
907S02774_5.20.10_1,str,0.613253452,0.79353029,0.552643785,0.567903374,0.538936358
907SDCHC3_5.8.08_1,str,0.60595482,1.069278201,0.48839336,0.866147718,0
907SDFRC2_5.5.08_1,str,0.341790479,0.265021575,0.395757756,0.409360864,0.297021722
909SSWR08_5.5.08_1,str,0.636562278,0.808404537,1.09558332,0.642261257,0
911M24916_4.23.15_1,str,1.161382837,1.983825725,1.336597751,1.325107873,0
ABAB1_6.19.08_1,str,0.98378503,0.801958651,0.9346411,0.545352267,1.653188104
ACJ01_6.30.14_1,str,1.165633416,1.060086298,0.950322764,1.983825725,0.668298876
ALAC2_6.17.07_1,str,0.345308036,0.808404537,0,0.572827608,0
ALWC1_6.18.07_1,str,0.851199156,1.58706058,0.49262817,1.325107873,0
CBAH1_10.9.07_1,str,0.604154774,1.069278201,0,1.347340894,0
CBAH1_11.6.08_1,str,0.597700239,1.060086298,0.496587757,0.56680735,0.26731955
CBAH1_6.16.08_1,str,0.479445477,0.808404537,0.285789674,0.381885072,0.441702624
CBAH1_6.28.07_1,str,0.745182638,1.190295435,0.621233059,0.784247517,0.384954541
CBES1_6.10.07_1,str,0.63176646,0.801958651,0.360894006,0.797405835,0.56680735
CBLA1_10.7.07_1,str,0.553024509,0.795064724,0.395757756,0.724253836,0.297021722
CBLA1_11.6.08_1,str,0.797833789,1.077872716,1.09558332,0.29509301,0.722786113
CBLA1_6.10.07_1,str,0.387671315,0.79353029,0.545583124,0.211571845,0
CBLA1_6.4.08_1,str,0.437116698,0.5346391,0.48839336,0.06415909,0.661275242
